,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
790,C-0372E,Csp384B,4691,1,,C-0372,2023-12-06 02:26:52 UTC,6.86359582,158.177509,289.006526,Rotting_nut/pod/seed/fruit,Fagraea bertoana Pwhur 3,yes,Agroforest,22.9,24.9,99.9,,Maybe? Picked two males on plate B and D. C didn’t make offspring so I added males the next day.,2023-12-06 23:30:25 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
800,C-0376E,Csp384B,4692,1,,C-0376,2023-12-06 02:25:19 UTC,6.86361514,158.177496,289.688426,Rotting_nut/pod/seed/fruit,Fagraea bertoana - Pwuhr,yes,Agroforest,23,24.9,99.9,,"100 Caeno, m and f/h",2023-12-07 11:26:32 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
1106,C-0538C,Csp384B,4693,0,,C-0538,2023-12-07 04:17:19 UTC,6.9056952,158.180318,482.114821,Rotting_nut/pod/seed/fruit,Pwohr,yes,Rainforest,24.9,NA,NA,,"12/9: 4 adult f/h, 1 adult male, ~3 larvae, all Caeno",2023-12-09 07:41:17 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
781,C-0361B,C. tropicalis,4694,1,,C-0361,2023-12-05 04:19:04 UTC,6.96612492,158.191639,174.230751,Rotting_flower,Hibiscus,yes,Disturbed forest,24.4,NA,NA,,"several Caeno looking worms, not more than 10-20, a few are adult herm/fem",2023-12-06 11:23:24 UTC,mrockman@nyu.edu,1 L4 herm/female,,,assigned
1233,C-0611A,C. tropicalis,4695,0,,,,,,,,,,,,,,,,,,,,,assigned
1125,C-0550B,C. tropicalis,4696,1,,,,,,,,,,,,,,,,,,,,,assigned
1241,C-0613A,Csp384B,4697,0,,C-0613,2023-12-13 01:48:19 UTC,6.91812226,158.261935,571.133987,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,23,26.2,99.9,,"10s of worms. One ambiguous looking male, could be caenorhabditis but too small to tell. Possible not. 12/14",2023-12-14 14:06:27 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,male/female,,assigned
1020,C-0473J,C. briggsae,4698,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:22:15 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
251,C-0111E,Csp384B,4699,0,,C-0111,2023-12-11 22:10:03 UTC,6.91917356,158.270677,193.458894,Rotting_flower,Hibiscus,yes,Agroforest,25.5,30.6,79,,"Male caenorhabditis. Fewer than 20 worms. 12/12
 
 12/13 - 4 fem/herm already mated. 3 L4s. 7 total
 
 12/14: ABCDF are female, one male added to each. E and G already reproducing. D was already plugged, but was not producing embryos and had piano phenotype, so it got a male too.
 12/15: now only B and D lack offspring, though both are mated— still piano phenotype. Have each several new males.
 12/17, D is plugged, dead, no offspring; B plugged no offspring.",2023-12-13 08:44:38 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
272,C-0119C,C. briggsae,4700,0,,C-0119,2023-12-11 21:39:11 UTC,6.91958506,158.271154,186.797095,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.8,29.2,89.4,,"Almost all Caenorhabditis. No obvious males. All adult hermaphrodites, lots of worms including tons of larvae. 
 E is not Caeno, discarded.",2023-12-12 11:47:12 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
597,C-0216E,C. briggsae,4701,0,,C-0216,2023-12-11 21:38:33 UTC,6.91954304,158.271192,182.369455,Rotting_flower,Banana flower peel,yes,Agroforest,27.2,29.6,89.4,,"100s of worms. Mixed stages. Tons of adult males and females/herms 12/12
 
 A-D - female 
 E - hermaphrodite 
 12/14, single male added to each of A-D.
 12/15, larvae on B D E, but not A or C. Males are there, females look mated but no progeny.",2023-12-12 11:14:10 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
81,C-0031C,C. tropicalis,4702,0,,C-0031,2023-12-08 01:53:17 UTC,6.85686891,158.22066,644.06226,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotop pile,yes,Cloudforest,23.3,NA,NA,,"Checked daily. On 12/11, thousands of a nonC species, similar in size to C, plus about 10 C young adults. On 12/12, the singled worms are not laying (B and D - germlines do not look piano) or have laid relatively few embryos. There are no males on the C plate, and only a couple f/hs. I picked another f/h as plate F. 
 12/14, ACE are healthy Caeno herm populations.D has one larva, B and F none. They are Caeno, but the germline is not piano phenotype. This is a plausible case for repro interference— the C-plate is teeming with a nonC species.",2023-12-11 10:43:56 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
23,C-0006B,Csp384B,4703,0,,C-0006,2023-12-07 22:32:09 UTC,6.85102042,158.214527,609.360431,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,21.3,24.3,99.9,,"Lots of young worms. A few Males + 2 adult fem/herms. Picked 2 adult fem/herm 12/09, one more 12/10, and there are no more.",2023-12-09 12:56:43 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
734,C-0320A,Csp384B,4704,0,,C-0320,2023-12-06 04:21:20 UTC,6.86841693,158.181309,496.553384,Vegetal_litter/mix,Rotten leaf and associated stuff,yes,Rainforest,22.3,23.8,99.9,,"About 12 Caeno adults, m and f/h. Singled five plugged females. These are nice big worms, becei-like.",2023-12-09 05:02:20 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
471,C-0166E,Csp384B,4705,0,,C-0166,2023-12-13 01:10:47 UTC,6.92041278,158.263289,602.536644,Rotting_nut/pod/seed/fruit,Kotop collection,yes,Cloudforest,23,NA,NA,,"100s of worms. Adult male caenorhabditis! 12/14
 
 
 All females. Added males to plates 4PM 12/15",2023-12-14 13:02:57 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
287,C-0121H,C. briggsae,4706,0,,C-0121,2023-12-09 11:59:04 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B4,yes,Disturbed forest,24.1,24.1,NA,10-50,"More than two species??. Worms mainly cluster in the op-50 lawn. Males don’t seem to mate with the majority of the worms. 2 plugged fem/herms. Could only found one when picking (D)
 A doesn’t have plug. Could be herm adult
 B have plug. 
 E,F,G,H L4s herm/fem
 I adult non plugged young adult?
 
 Tuc 12/10
 
 A didn’t reproduce, so I added a male. G crawled to the side and died so I added a new male and h/f Sophie 12/11",2023-12-10 11:03:50 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,Yes,assigned
1214,C-0596B,Csp384B,4707,0,,C-0596,2023-12-06 03:51:50 UTC,6.87062734,158.182091,481.276461,Rotting_nut/pod/seed/fruit,Pwehr,yes,Rainforest,22.2,23.8,99.9,,~100. Maybe all caenos? Picked three and none were laying the next day. Added males and picked two new plugged females.,2023-12-07 10:52:14 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,,assigned
1176,C-0578D,Csp578D,4708,1,,C-0578,2023-12-06 01:12:46 UTC,6.8652001,158.173017,166.823364,Rotting_nut/pod/seed/fruit,,yes,Agroforest,24.2,26,98.7,,"~20 worms, all C but one; males and females/herms",2023-12-07 10:33:49 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
763,C-0352C,Csp384B,4709,0,,C-0352,2023-12-07 03:51:29 UTC,6.906541,158.181706,541.693945,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotop,yes,Rainforest,22.4,NA,NA,,"12/9, few 10s of worms, several spp, many worms too small to ID. Some Caeno adult males. 12/10, found three mated f/h, a bit sickly, singled all.",2023-12-10 10:52:39 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
729,C-0319A,Csp384B,4710,0,,C-0319,2023-12-05 05:54:13 UTC,6.96429448,158.191227,243.760963,Rotting_nut/pod/seed/fruit,,yes,Rainforest,24.5,NA,NA,,"Thousands, lots of long ones but some that might be caeno",2023-12-06 10:53:19 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
1109,C-0541A,Csp384B,4711,1,,C-0541,2023-12-06 02:09:21 UTC,6.8631664,158.177123,236.305165,Rotting_nut/pod/seed/fruit,"Nihn fig 
 
 Ficus tinctoria",yes,Disturbed forest,25.4,NA,NA,More males than females.,,2023-12-07 11:41:04 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
262,C-0115D,Csp79A,4712,0,,C-0115,2023-12-11 21:42:18 UTC,6.91944786,158.271026,188.969803,Rotting_stem,,yes,Agroforest,26.4,29.6,89.4,,"Lots of worms, several spp. some small Caeno species with males, 12/13.",2023-12-13 11:18:09 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
752,C-0339A,C. tropicalis,4713,1,,C-0339,2023-12-05 05:40:58 UTC,6.96736054,158.190392,233.889748,Rotting_flower,Ginger,yes,Disturbed forest,25.4,27.9,96.2,,"a couple dozen, with males. too long and skinny. Took one just to see what it is. Panagrellus?",2023-12-06 23:18:53 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
590,C-0211A,C. tropicalis,4714,0,,C-0211,2023-12-08 02:50:24 UTC,6.85771073,158.215716,617.309047,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw,yes,Cloudforest,22.9,24.1,99.9,,"More than one species. One adult hermaphrodite, already laid embryos. Could be elegans. 12/09. 12/10, one more young adult, picked as plate B.",2023-12-09 11:49:07 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
504,C-0175E,C. briggsae,4715,0,,C-0175,2023-12-08 04:13:40 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3R8,yes,Rainforest,24.1,24.1,NA,10-50,"Seems like all oscheius except one pair. That pair never seems to have mated, and many more herms/fs sprouted up. Singled a lot of those and moved the one male to plate B. Put a bunch more stuff (mostly female adults) onto plate H. 
 12/13 plate B is now laying, moved male to plate C. Everyone else is laying except still nothing from plate A. Different species?
 12/14 had moved the male back to plate A but it’s still not laying, so I’m adding a bunch of males to this plate, and we’ll see if we get anything",2023-12-12 09:22:05 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
909,C-0415E,Csp384B,4716,0,,C-0415,2023-12-06 03:49:39 UTC,6.8705988,158.181956,496.101461,Rotting_nut/pod/seed/fruit,Pwehr,yes,Rainforest,20.7,NA,NA,,"~15 Caeno juveniles. A did not make offspring, adding males.",2023-12-07 10:53:36 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
603,C-0220F,Csp384B,4717,0,,C-0220,2023-12-13 01:54:04 UTC,6.91802664,158.261664,567.865704,Rotting_nut/pod/seed/fruit,Kotop and associated stuff,yes,Cloudforest,23,NA,NA,,1000s of worms. Lots of dauers. Caenorhabditis present 12/14,2023-12-15 04:01:01 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,assigned
201,C-0093C,C. briggsae,4718,0,,C-0093,2023-12-09 12:03:37 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B5,yes,Disturbed forest,24.1,24.1,NA,100-500,,2023-12-10 07:59:35 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
613,C-0228B,Csp384B,4719,0,,C-0228,2023-12-08 04:46:35 UTC,6.8463409,158.21477,438.516243,Rotting_nut/pod/seed/fruit,Nihn fig from Holden’s reforestation site,yes,Disturbed forest,23.5,22.8,NA,,"Caenorhabditis males and females/hermaphrodites. No apparent L4s, picked three mated hermaphrodites/fem 12/09, two more 12/10.",2023-12-09 12:51:13 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
611,C-0227E,Csp384B,4720,0,,C-0227,2023-12-13 02:41:54 UTC,6.91765501,158.263457,495.905124,Rotting_nut/pod/seed/fruit,"Pwohr, 2",yes,Rainforest,23.9,26.3,99.9,,"At least 3 species. Not obvious Caenorhabditis 12/14. On 12/15, there are a few tens of Caeno adults, no younger worms, male and female. Picked five plugged f/h.",2023-12-15 08:21:32 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
1330,C-0864A,Csp619B,4721,0,,C-0864,2023-12-13 02:30:32 UTC,6.96835341,158.189931,247.610695,Rotting_nut/pod/seed/fruit,False durian,yes,Disturbed forest,27.6,NA,NA,,"“There are 5 trillions worm in it. Plate starved immediately. Worms are picked from a subset of the plate. “ SCT 12/14
 
 
 12/15 added males.
 
 12/16 plate D no cross; 12/17, still no cross, skiddy.",2023-12-14 11:33:50 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
1279,C-0640E,Csp384B,4722,0,,C-0640,2023-12-06 02:28:30 UTC,6.86357472,158.17751,290.575867,Rotting_nut/pod/seed/fruit,,yes,Agroforest,23.1,25.1,99.9,,"A dozen. Maybe caenos.
 12/10: A and D are females; males added today",2023-12-08 14:24:32 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
863,C-0396A,Csp384B,4723,0,,C-0396,2023-12-06 02:22:21 UTC,6.86357049,158.177497,289.493354,Rotting_nut/pod/seed/fruit,Fagraea berteroana - Pwuhr,yes,Agroforest,23.5,24.9,99.9,,Dozens. Prob caenos,2023-12-08 14:20:29 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
487,C-0170E,Csp384B,4724,0,,C-0170,2023-12-07 04:15:30 UTC,6.90572103,158.180351,479.040549,Rotting_flower,Pwohr flower,yes,Rainforest,25.6,27,NA,"All Caeno, 20ish l4 and adult m and f/h","All Caeno, 20ish l4 and adult, 12/9",2023-12-09 03:35:49 UTC,mrockman@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
663,C-0258E,Csp384B,4725,0,,C-0258,2023-12-07 03:48:51 UTC,6.90539321,158.178267,416.978981,Rotting_flower,Fraegarea beretriana - Pwuhr,yes,Rainforest,24.5,NA,NA,,"Plate is all Caeno, m and f/h, but just a handful of adults 12/10. Five S plates were founded 12/9, but no notes taken; these were either one L4 or one adult f/h (except C, which is conspicuously plugged). 12/10, four are doing well and plate A looks dead, with bad bacteria. The original C plate has no more adult F/h though. 
 Plate A dead and discarded.",2023-12-10 13:08:49 UTC,mrockman@nyu.edu,Other,,,assigned
565,C-0198D,Csp384B,4726,0,,C-0198,2023-12-07 03:36:25 UTC,6.90725441,158.181555,546.584132,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,22.4,25.9,88.5,,"Plate is all Caeno, m and f/h. Five S plates picked 12/9, but no notes recorded. A B and E are now unmated females 12/10 pm, males added. C has progeny. D is mia, so new D plate made with adult f/h.",2023-12-10 12:53:25 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
296,C-0122H,Csp384B,4727,0,,C-0122,2023-12-09 11:06:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A3,yes,Disturbed forest,24.2,24.2,NA,100-500,Beetle larvae. Lots of worms several species. Found some C adults and L4s on 12/12.,2023-12-12 05:59:16 UTC,mrockman@nyu.edu,1 adult herm/female,,Yes,assigned
1274,C-0635J,Csp384B,4728,0,,C-0635,2023-12-09 12:04:14 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3C5,yes,Disturbed forest,24.1,24.1,NA,100-500,"Def some caeno looking things, but discrete clusters that look a little different — possibly multiple species",2023-12-09 23:26:41 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
151,C-0059D,Csp384B,4729,0,,C-0059,2023-12-08 02:52:34 UTC,6.85774169,158.215582,671.43401,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw pile,yes,Cloudforest,22.2,23.4,99.9,,"Yes Caenorhabditis. Males and herm/fem larvae. 12/09. A is female, male added 12/10. Another 
 12/11.
 12/14, plate A is dead, skiddy bacteria, discarded. B-E look good.",2023-12-10 04:56:29 UTC,mrockman@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
989,C-0457C,C. tropicalis,4730,0,,C-0457,2023-12-13 01:17:30 UTC,6.91961398,158.263061,605.460059,Rotting_nut/pod/seed/fruit,Kotop pile,yes,Cloudforest,23.1,25.8,99.9,,"10s of worms. No obvious males. Lots of larvae. 
 Caenorhabditis candidates are most likely hermaphrodite. 12/14
 
 
 All plates but C have embryos laid. 12/15 could be male/female but no male seem. Could be young adult too. Check again later. 12/15
 
 Plate C now has embryos. Hermaphrodite 12/16",2023-12-14 12:32:48 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,assigned
111,C-0048C,Csp384B,4731,0,,C-0048,2023-12-08 03:35:49 UTC,6.8537943,158.215626,646.183556,Rotting_nut/pod/seed/fruit,Pwohr ; this is at the heavily used spot where we had lunch,yes,Cloudforest,22,22.7,99.9,,"Caeno larvae (exclusively), m and f/h 12.09
 
 Picked 5 L4s 11AM 12.10
 All female, one male added to each plate 12/11.
 
 12/14, all doing well.",2023-12-09 23:48:00 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,male/female,,assigned
175,C-0085E,Csp384B,4732,0,,C-0085,2023-12-09 10:56:55 UTC,6.966595,158.190743,248.510231,Vegetal_litter/mix,SR1E5LL,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 07:26:32 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1310,C-0850J,C. briggsae,4733,0,,C-0850,2023-12-09 11:39:15 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3E1,yes,Disturbed forest,24.1,24.1,NA,10-50,"About 6 large worms obviously caeno, a bunch of smaller ones, maybe some oscheius, maybe some other caeno sp? One smallish male. Picked the 6 big ones and 4 smallers",2023-12-09 22:18:11 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,Yes,assigned
1094,C-0536A,Csp384B,4734,0,,C-0536,2023-12-09 10:33:48 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D1,yes,Disturbed forest,23.1,23.1,NA,10-50,"A, B, D all had unmated females. Could only find one male so I passed it between the three plates. Tossed t he other plates which were non caeno and lots of phage.
 12/13 onlymale fertilised plates A and D great, but not A. Added onlymale back to B tonight.",2023-12-10 00:25:16 UTC,sophia.tintori@nyu.edu,1 adult herm/female,male/female,Yes,assigned
721,C-0318A,Csp384B,4735,0,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-12 11:58:27 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,hermaphroditic,,assigned
778,C-0360E,Csp384B,4736,0,,C-0360,2023-12-06 04:29:38 UTC,6.86838855,158.181218,440.924116,Rotting_flower,Fagraea berteroana - Pwuhr,yes,Rainforest,22.3,23.8,99.9,,"On 12/10, plate B seems to have failed, so made a new plate F from the original C plate. B plate discarded.",2023-12-08 15:07:31 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
209,C-0095A,Csp384B,4737,0,,C-0095,2023-12-11 03:12:12 UTC,6.84380366,158.332828,8.37719727,Rotting_flower,Banana flower,yes,Rainforest,27.5,32.2,75.3,,"Hundreds of worms, several species, 12/12 afternoon. Picked two very young adults and two L4s; need to track whether they need males. Plenty of younger larvae still on the plate.
 12/14: A and B are female, single male added to each. C and D have m and f progeny already.",2023-12-12 03:47:35 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
976,C-0449A,Csp384B,4738,0,,C-0449,2023-12-13 02:40:40 UTC,6.91766243,158.263437,498.632482,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.9,99.9,,10s of worms.,2023-12-14 14:12:21 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
622,C-0230F,C. tropicalis,4739,0,,C-0230,2023-12-07 03:45:48 UTC,6.90655792,158.181844,541.913795,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotop,yes,Rainforest,23.7,26,95.8,,"Plate is all Caeno, no males. Five S plates set up 12/9, no notes kept. These are doing badly on 12/10 pm, due to killer bacteria. All is hermit unclear whether picked as L4 or adult. Picked a few more 12/10 after a cleanup plate.",2023-12-10 13:15:54 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
456,C-0154E,C. tropicalis,4740,0,,C-0154,2023-12-13 01:13:54 UTC,6.92042448,158.26333,603.582409,Rotting_nut/pod/seed/fruit,Kotop pile,yes,Cloudforest,22.7,26.5,94,,100s of worms. No male present. Could be hermaphrodite caenorhabditis 12/14,2023-12-14 14:26:35 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
592,C-0212A,C. tropicalis,4741,0,,C-0212,2023-12-08 03:55:54 UTC,6.85383582,158.215694,646.080366,Rotting_nut/pod/seed/fruit,Clinostigma ponapense - Kotopw,yes,Cloudforest,22,22.8,NA,,"One L4 Caenorhabditis. That’s the only worm on the plate. 
 C plate discarded because there are no worms remaining on it.",2023-12-09 23:27:20 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
1229,C-0606B,C. briggsae,4742,0,,C-0606,2023-12-13 01:01:55 UTC,6.92132825,158.263669,625.097837,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,22.1,29.2,83.5,,"Multiple species. No obvious males. Some caenorhabditis candidates, most likely hermaphrodite 12/14",2023-12-14 13:31:38 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
